mass_A
t	x	y
1,430000000E0	-6,036779566E-1	3,792517986E-1
2,450000000E0	5,738491634E-1	3,380596557E-1
3,450000000E0	-5,553837200E-1	3,039696064E-1
4,460000000E0	5,312366018E-1	2,698795571E-1
5,460000000E0	-5,198732520E-1	2,400507639E-1
6,450000000E0	4,957261337E-1	2,215853205E-1
7,440000000E0	-4,843627840E-1	1,974382023E-1
8,420000000E0	4,545339908E-1	1,832340151E-1
9,410000000E0	-4,531135721E-1	1,647685717E-1
1,038000000E1	4,261256164E-1	1,534052219E-1
