mass_A
t	x	y
1,480000000E0	6,014048436E-1	4,091436591E-1
5,440000000E0	-6,020696335E-1	3,794893412E-1
9,560000000E0	5,674579890E-1	3,350128495E-1
1,364000000E1	-5,593380856E-1	3,001629403E-1
1,760000000E1	5,191543290E-1	2,657513131E-1
2,156000000E1	-5,236468828E-1	2,496380055E-1
2,544000000E1	4,805515631E-1	2,180124343E-1
2,936000000E1	-4,879431293E-1	2,015100551E-1
3,332000000E1	4,444210859E-1	1,846429118E-1
3,724000000E1	-4,545485054E-1	1,701735469E-1
