mass_A
t	x	y
1,000000000E-2	7,835648008E-4	5,311891037E-4
9,800000000E-1	-7,635365951E-4	4,888240777E-4
2,010000000E0	7,350577840E-4	4,422114998E-4
3,000000000E0	-7,099321306E-4	4,072520664E-4
4,000000000E0	6,861145772E-4	3,653007463E-4
4,990000000E0	-6,679808105E-4	3,443250862E-4
5,980000000E0	6,441632571E-4	3,116962817E-4
6,980000000E0	-6,283601193E-4	2,883899928E-4
7,940000000E0	5,998813081E-4	2,650837038E-4
8,940000000E0	-5,957313147E-4	2,487693016E-4
