mass_A
t	x	y
1,390000000E0	-6,181432135E-1	3,782447759E-1
2,400000000E0	5,872360528E-1	3,399787674E-1
3,410000000E0	-5,798772051E-1	3,149586850E-1
4,400000000E0	5,519135835E-1	2,825797548E-1
5,400000000E0	-5,416111966E-1	2,590314419E-1
6,400000000E0	5,165911142E-1	2,340113594E-1
7,390000000E0	-5,062887273E-1	2,119348161E-1
8,360000000E0	4,827404144E-1	1,972171205E-1
9,340000000E0	-4,783251057E-1	1,780841163E-1
1,032000000E1	4,503614841E-1	1,648381903E-1
