mass_A
t	x	y
1,590000000E0	-6,130794741E-1	3,751771696E-1
2,610000000E0	5,780298491E-1	3,375495330E-1
3,610000000E0	-5,676668093E-1	2,986243917E-1
4,620000000E0	5,404022125E-1	2,739718023E-1
5,610000000E0	-5,313366774E-1	2,467242034E-1
6,590000000E0	5,001795665E-1	2,246666233E-1
7,580000000E0	-4,924115362E-1	2,013115385E-1
8,570000000E0	4,690394535E-1	1,870389867E-1
9,550000000E0	-4,599739184E-1	1,662789114E-1
1,054000000E1	4,327093217E-1	1,533038643E-1
