mass_A
t	x	y
1,760000000E0	-5,933495031E-1	3,651381557E-1
2,780000000E0	5,622297739E-1	3,298691293E-1
3,770000000E0	-5,539311794E-1	3,008240488E-1
4,790000000E0	5,311100447E-1	2,717789682E-1
5,780000000E0	-5,248860989E-1	2,510324821E-1
6,770000000E0	4,958410183E-1	2,282113473E-1
7,760000000E0	-4,875424239E-1	2,095395098E-1
8,740000000E0	4,626466405E-1	1,929423209E-1
9,710000000E0	-4,564226947E-1	1,763451320E-1
1,069000000E1	4,336015599E-1	1,597479431E-1
