mass_A
t	x	y
5,220000000E0	4,099764033E-1	1,510812046E-1
5,230000000E0	4,017127078E-1	1,440393237E-1
5,240000000E0	3,924319073E-1	1,367971435E-1
5,250000000E0	3,824050869E-1	1,297661636E-1
5,260000000E0	3,727662487E-1	1,228116765E-1
5,270000000E0	3,626088112E-1	1,156183748E-1
5,280000000E0	3,518374183E-1	1,086630389E-1
5,290000000E0	3,410275433E-1	1,017967791E-1
5,300000000E0	3,293178761E-1	9,473199817E-2
5,310000000E0	3,172544527E-1	8,794090503E-2
5,320000000E0	3,048154225E-1	8,121636819E-2
5,330000000E0	2,920833533E-1	7,465963609E-2
5,340000000E0	2,786146910E-1	6,785578453E-2
5,350000000E0	2,648459243E-1	6,189415187E-2
5,360000000E0	2,506407601E-1	5,588061240E-2
5,370000000E0	2,360730808E-1	5,015288931E-2
5,380000000E0	2,213464174E-1	4,490384759E-2
5,390000000E0	2,061112570E-1	3,947018853E-2
5,400000000E0	1,902211767E-1	3,488498047E-2
5,410000000E0	1,745342016E-1	3,069732393E-2
5,420000000E0	1,582576815E-1	2,654848207E-2
5,430000000E0	1,420318877E-1	2,268310982E-2
5,440000000E0	1,252817702E-1	1,975928972E-2
5,450000000E0	1,094027646E-1	1,755423268E-2
5,460000000E0	9,234546963E-2	1,535332305E-2
5,470000000E0	7,478683322E-2	1,263246359E-2
5,480000000E0	5,749944910E-2	1,133570190E-2
5,490000000E0	4,016112089E-2	1,060601152E-2
5,500000000E0	2,295437807E-2	1,002396790E-2
5,510000000E0	5,737913900E-3	1,021668928E-2
5,520000000E0	-1,172571961E-2	9,879721949E-3
5,530000000E0	-2,941625421E-2	1,062318348E-2
5,540000000E0	-4,674323668E-2	1,150980727E-2
5,550000000E0	-6,390473725E-2	1,260493936E-2
5,560000000E0	-8,174016563E-2	1,422907437E-2
5,570000000E0	-9,836445642E-2	1,654493657E-2
5,580000000E0	-1,144812922E-1	1,848520907E-2
5,590000000E0	-1,319581320E-1	2,078055030E-2
5,600000000E0	-1,485979757E-1	2,369679752E-2
5,610000000E0	-1,643535616E-1	2,683554300E-2
5,620000000E0	-1,797519580E-1	3,056593536E-2
5,630000000E0	-1,950244150E-1	3,376027222E-2
5,640000000E0	-2,108997172E-1	3,782996180E-2
5,650000000E0	-2,261703609E-1	4,227740129E-2
5,660000000E0	-2,407390245E-1	4,683164508E-2
5,670000000E0	-2,554129780E-1	5,192631147E-2
5,680000000E0	-2,700435204E-1	5,735696610E-2
5,690000000E0	-2,839026722E-1	6,313322721E-2
5,700000000E0	-2,971705611E-1	6,892651114E-2
5,710000000E0	-3,097645274E-1	7,471812663E-2
5,720000000E0	-3,223999454E-1	8,062686651E-2
5,730000000E0	-3,349205818E-1	8,711420738E-2
5,740000000E0	-3,464121937E-1	9,340982113E-2
5,750000000E0	-3,575111864E-1	1,001075143E-1
5,760000000E0	-3,683268836E-1	1,069636179E-1
5,770000000E0	-3,783120658E-1	1,132045862E-1
5,780000000E0	-3,883801645E-1	1,199310058E-1
5,790000000E0	-3,977298876E-1	1,267762606E-1
5,800000000E0	-4,057728601E-1	1,328281793E-1
5,810000000E0	-4,142943608E-1	1,394031333E-1
5,820000000E0	-4,215994638E-1	1,454413141E-1
5,830000000E0	-4,283753932E-1	1,514099131E-1
5,840000000E0	-4,351585072E-1	1,571224506E-1
5,850000000E0	-4,420149596E-1	1,632976075E-1
5,860000000E0	-4,479762065E-1	1,687004174E-1
5,870000000E0	-4,526679848E-1	1,736365115E-1
5,880000000E0	-4,576734898E-1	1,788015732E-1
5,890000000E0	-4,619242060E-1	1,833702774E-1
5,900000000E0	-4,658687817E-1	1,875946120E-1
5,910000000E0	-4,693241896E-1	1,913205815E-1
5,920000000E0	-4,720371277E-1	1,947353228E-1
5,930000000E0	-4,746841470E-1	1,978371329E-1
5,940000000E0	-4,768996014E-1	2,005199315E-1
5,950000000E0	-4,789789165E-1	2,030009475E-1
5,960000000E0	-4,803481327E-1	2,046724057E-1
5,970000000E0	-4,816592437E-1	2,063808741E-1
5,980000000E0	-4,823984213E-1	2,073226864E-1
5,990000000E0	-4,831235636E-1	2,082530169E-1
6,000000000E0	-4,831451123E-1	2,086598341E-1
6,010000000E0	-4,830629418E-1	2,086550306E-1
6,020000000E0	-4,819406540E-1	2,075367809E-1
6,030000000E0	-4,807016268E-1	2,060989559E-1
6,040000000E0	-4,791806487E-1	2,045478119E-1
6,050000000E0	-4,775942147E-1	2,027198496E-1
6,060000000E0	-4,753243687E-1	2,002040171E-1
6,070000000E0	-4,727163839E-1	1,977686278E-1
6,080000000E0	-4,701941315E-1	1,946216398E-1
6,090000000E0	-4,663945770E-1	1,905704207E-1
6,100000000E0	-4,624666240E-1	1,864824994E-1
6,110000000E0	-4,581527051E-1	1,821734890E-1
6,120000000E0	-4,536427560E-1	1,777435068E-1
6,130000000E0	-4,483818769E-1	1,723694516E-1
6,140000000E0	-4,432118035E-1	1,677052109E-1
6,150000000E0	-4,369662374E-1	1,618552986E-1
6,160000000E0	-4,308103513E-1	1,562584468E-1
6,170000000E0	-4,235599171E-1	1,501758973E-1
6,180000000E0	-4,166394709E-1	1,439214781E-1
6,190000000E0	-4,085458456E-1	1,376095816E-1
6,200000000E0	-4,000682251E-1	1,312457025E-1
6,210000000E0	-3,915584594E-1	1,249212896E-1
6,220000000E0	-3,817763035E-1	1,183820779E-1
6,230000000E0	-3,717561181E-1	1,115344207E-1
6,240000000E0	-3,620640789E-1	1,050798016E-1
6,250000000E0	-3,517736123E-1	9,874096415E-2
6,260000000E0	-3,405645952E-1	9,177843121E-2
6,270000000E0	-3,291874218E-1	8,582087327E-2
6,280000000E0	-3,166544830E-1	7,903262865E-2
6,290000000E0	-3,041059864E-1	7,310796082E-2
6,300000000E0	-2,915165276E-1	6,727837953E-2
6,310000000E0	-2,784731482E-1	6,170684705E-2
6,320000000E0	-2,645329640E-1	5,596939372E-2
6,330000000E0	-2,502474020E-1	5,066186121E-2
6,340000000E0	-2,361112050E-1	4,574398200E-2
6,350000000E0	-2,212515693E-1	4,104645677E-2
6,360000000E0	-2,063100959E-1	3,655810406E-2
6,370000000E0	-1,904855781E-1	3,242018234E-2
6,380000000E0	-1,753487511E-1	2,895305023E-2
6,390000000E0	-1,596963790E-1	2,543303899E-2
6,400000000E0	-1,439773541E-1	2,238258246E-2
6,410000000E0	-1,275366112E-1	1,967046350E-2
6,420000000E0	-1,102388814E-1	1,800711555E-2
6,430000000E0	-9,459516352E-2	1,626529447E-2
6,440000000E0	-7,821021484E-2	1,402335198E-2
6,450000000E0	-6,111504197E-2	1,263520734E-2
6,460000000E0	-4,417223854E-2	1,144755112E-2
6,470000000E0	-2,782306296E-2	1,098247245E-2
6,480000000E0	-1,084689662E-2	1,073146547E-2
6,490000000E0	5,706298398E-3	1,087977701E-2
6,500000000E0	2,226256159E-2	1,100805497E-2
6,510000000E0	3,885253713E-2	1,121015594E-2
6,520000000E0	5,508981755E-2	1,240022913E-2
6,530000000E0	7,164728762E-2	1,359766631E-2
6,540000000E0	8,840281825E-2	1,545039286E-2
6,550000000E0	1,048988123E-1	1,817187420E-2
6,560000000E0	1,198961896E-1	2,047950045E-2
6,570000000E0	1,359964446E-1	2,307585325E-2
6,580000000E0	1,517138490E-1	2,600699009E-2
6,590000000E0	1,669525444E-1	2,956771216E-2
6,600000000E0	1,818023191E-1	3,358147389E-2
6,610000000E0	1,963812013E-1	3,751523635E-2
6,620000000E0	2,112679916E-1	4,214256377E-2
6,630000000E0	2,254557059E-1	4,669065414E-2
6,640000000E0	2,390225410E-1	5,177880732E-2
6,650000000E0	2,524080896E-1	5,720442329E-2
6,660000000E0	2,653237782E-1	6,227235867E-2
6,670000000E0	2,781035336E-1	6,781776044E-2
6,680000000E0	2,905872628E-1	7,351567378E-2
6,690000000E0	3,020462534E-1	7,931675810E-2
6,700000000E0	3,134312835E-1	8,496482367E-2
6,710000000E0	3,244412685E-1	9,080864698E-2
6,720000000E0	3,355147534E-1	9,677875490E-2
6,730000000E0	3,457631424E-1	1,029089396E-1
6,740000000E0	3,556221271E-1	1,086293367E-1
6,750000000E0	3,646629253E-1	1,144151643E-1
6,760000000E0	3,735626344E-1	1,202806450E-1
6,770000000E0	3,821596758E-1	1,258839024E-1
6,780000000E0	3,907166949E-1	1,320370347E-1
6,790000000E0	3,984103650E-1	1,379119016E-1
6,800000000E0	4,053196409E-1	1,438249183E-1
6,810000000E0	4,119297350E-1	1,497085031E-1
6,820000000E0	4,183343348E-1	1,536413159E-1
6,830000000E0	4,242465347E-1	1,581421896E-1
6,840000000E0	4,299899153E-1	1,625682302E-1
6,850000000E0	4,351200863E-1	1,670497974E-1
6,860000000E0	4,398119227E-1	1,708973803E-1
6,870000000E0	4,442856152E-1	1,749037856E-1
6,880000000E0	4,486108799E-1	1,783019867E-1
6,890000000E0	4,517777567E-1	1,818731923E-1
6,900000000E0	4,549148781E-1	1,848596797E-1
6,910000000E0	4,574070458E-1	1,875329565E-1
6,920000000E0	4,601159408E-1	1,894865242E-1
6,930000000E0	4,616009428E-1	1,916867729E-1
6,940000000E0	4,630399382E-1	1,932139289E-1
6,950000000E0	4,642480049E-1	1,945696278E-1
6,960000000E0	4,654685977E-1	1,949448448E-1
6,970000000E0	4,656588580E-1	1,957826900E-1
6,980000000E0	4,657657713E-1	1,960245114E-1
6,990000000E0	4,656501483E-1	1,959764418E-1
7,000000000E0	4,654269632E-1	1,948826760E-1
7,010000000E0	4,642547663E-1	1,944404366E-1
7,020000000E0	4,628501612E-1	1,930951101E-1
7,030000000E0	4,615138642E-1	1,909894116E-1
7,040000000E0	4,588496121E-1	1,890614515E-1
7,050000000E0	4,566213985E-1	1,862607633E-1
7,060000000E0	4,537423219E-1	1,836943340E-1
7,070000000E0	4,502034181E-1	1,806113431E-1
7,080000000E0	4,460780032E-1	1,775122688E-1
7,090000000E0	4,418984528E-1	1,735777673E-1
7,100000000E0	4,375810663E-1	1,694373687E-1
7,110000000E0	4,328329356E-1	1,650715544E-1
7,120000000E0	4,275302362E-1	1,607242758E-1
7,130000000E0	4,218653774E-1	1,562763165E-1
7,140000000E0	4,156067496E-1	1,521522849E-1
7,150000000E0	4,091339450E-1	1,467859750E-1
7,160000000E0	4,026010673E-1	1,414317209E-1
7,170000000E0	3,950312497E-1	1,353782138E-1
7,180000000E0	3,867313433E-1	1,291862546E-1
7,190000000E0	3,784365162E-1	1,237536015E-1
7,200000000E0	3,697392296E-1	1,180438512E-1
7,210000000E0	3,606332897E-1	1,122707707E-1
7,220000000E0	3,515347285E-1	1,064751696E-1
7,230000000E0	3,415085991E-1	1,005242904E-1
7,240000000E0	3,310280130E-1	9,448337234E-2
7,250000000E0	3,203316472E-1	8,877715535E-2
7,260000000E0	3,091108653E-1	8,306517433E-2
7,270000000E0	2,977913646E-1	7,744197712E-2
7,280000000E0	2,859669490E-1	7,134898452E-2
7,290000000E0	2,735798890E-1	6,607925911E-2
7,300000000E0	2,608414926E-1	6,051662305E-2
7,310000000E0	2,475986786E-1	5,528826547E-2
7,320000000E0	2,344942273E-1	5,040090556E-2
7,330000000E0	2,209024507E-1	4,546812671E-2
7,340000000E0	2,069733547E-1	4,076011922E-2
7,350000000E0	1,921017752E-1	3,653193088E-2
7,360000000E0	1,778402641E-1	3,253460087E-2
7,370000000E0	1,633790126E-1	2,918521871E-2
7,380000000E0	1,480852732E-1	2,552928488E-2
7,390000000E0	1,324859305E-1	2,252135303E-2
7,400000000E0	1,169653307E-1	2,045111838E-2
7,410000000E0	1,020268317E-1	1,832304235E-2
7,420000000E0	8,580999042E-2	1,561963550E-2
7,430000000E0	6,927503662E-2	1,382889380E-2
7,440000000E0	5,335386548E-2	1,263389329E-2
7,450000000E0	3,759648587E-2	1,217262574E-2
7,460000000E0	2,177687694E-2	1,134424968E-2
7,470000000E0	5,788449597E-3	1,152088258E-2
7,480000000E0	-1,027352194E-2	1,114542582E-2
7,490000000E0	-2,652653449E-2	1,151300690E-2
7,500000000E0	-4,256387997E-2	1,244742081E-2
7,510000000E0	-5,853988089E-2	1,348804664E-2
7,520000000E0	-7,501773166E-2	1,472430051E-2
7,530000000E0	-9,059327936E-2	1,677479095E-2
7,540000000E0	-1,058958466E-1	1,886136235E-2
7,550000000E0	-1,211910945E-1	2,027053965E-2
7,560000000E0	-1,375457543E-1	2,236746507E-2
7,570000000E0	-1,528366981E-1	2,513664433E-2
7,580000000E0	-1,674711292E-1	2,826869824E-2
7,590000000E0	-1,821950517E-1	3,202917679E-2
7,600000000E0	-1,964523011E-1	3,524843015E-2
7,610000000E0	-2,108293081E-1	3,940104853E-2
7,620000000E0	-2,245089234E-1	4,362678228E-2
7,630000000E0	-2,376622768E-1	4,776609418E-2
7,640000000E0	-2,507960377E-1	5,207348821E-2
7,650000000E0	-2,640244391E-1	5,656156393E-2
7,660000000E0	-2,769533684E-1	6,183133862E-2
7,670000000E0	-2,885012912E-1	6,667506392E-2
7,680000000E0	-3,002292693E-1	7,188229863E-2
7,690000000E0	-3,118620477E-1	7,731385787E-2
7,700000000E0	-3,234120559E-1	8,279286139E-2
7,710000000E0	-3,343011052E-1	8,853063325E-2
7,720000000E0	-3,447707117E-1	9,412730755E-2
7,730000000E0	-3,544225546E-1	9,986089960E-2
7,740000000E0	-3,634317466E-1	1,054297745E-1
7,750000000E0	-3,723794759E-1	1,112507054E-1
7,760000000E0	-3,811105269E-1	1,169793516E-1
7,770000000E0	-3,890992084E-1	1,223180255E-1
7,780000000E0	-3,969216025E-1	1,282127443E-1
7,790000000E0	-4,030939175E-1	1,327708807E-1
7,800000000E0	-4,098310926E-1	1,380798589E-1
7,810000000E0	-4,157778475E-1	1,426364996E-1
7,820000000E0	-4,212599251E-1	1,470591738E-1
7,830000000E0	-4,264849954E-1	1,515765459E-1
7,840000000E0	-4,312858816E-1	1,553395076E-1
7,850000000E0	-4,360678327E-1	1,595586671E-1
7,860000000E0	-4,405793903E-1	1,633873985E-1
7,870000000E0	-4,436592465E-1	1,665259587E-1
7,880000000E0	-4,466082411E-1	1,692972857E-1
7,890000000E0	-4,493797496E-1	1,720495601E-1
7,900000000E0	-4,510462548E-1	1,739417026E-1
7,910000000E0	-4,533710699E-1	1,762785808E-1
7,920000000E0	-4,547728953E-1	1,778326830E-1
7,930000000E0	-4,558099169E-1	1,791984949E-1
7,940000000E0	-4,566523798E-1	1,799858388E-1
7,950000000E0	-4,567201676E-1	1,804842698E-1
7,960000000E0	-4,565316767E-1	1,805721554E-1
7,970000000E0	-4,563356856E-1	1,805158394E-1
7,980000000E0	-4,551375989E-1	1,793862311E-1
7,990000000E0	-4,537815869E-1	1,780849154E-1
8,000000000E0	-4,521937153E-1	1,765097778E-1
8,010000000E0	-4,504875362E-1	1,749589605E-1
8,020000000E0	-4,478702060E-1	1,723554564E-1
8,030000000E0	-4,450421415E-1	1,696409603E-1
8,040000000E0	-4,421091030E-1	1,665442740E-1
8,050000000E0	-4,382548692E-1	1,634597543E-1
8,060000000E0	-4,340002152E-1	1,595089529E-1
8,070000000E0	-4,295621301E-1	1,554599572E-1
8,080000000E0	-4,248707946E-1	1,511971080E-1
8,090000000E0	-4,196857982E-1	1,467192456E-1
8,100000000E0	-4,140800470E-1	1,423915774E-1
8,110000000E0	-4,076388733E-1	1,370314772E-1
8,120000000E0	-4,013330352E-1	1,324563199E-1
8,130000000E0	-3,943087746E-1	1,270716239E-1
8,140000000E0	-3,868274953E-1	1,217694932E-1
8,150000000E0	-3,788330997E-1	1,159122472E-1
8,160000000E0	-3,703963541E-1	1,101478084E-1
8,170000000E0	-3,617083935E-1	1,044926977E-1
8,180000000E0	-3,524011296E-1	9,876735040E-2
8,190000000E0	-3,430325530E-1	9,323690095E-2
8,200000000E0	-3,329020915E-1	8,783866955E-2
8,210000000E0	-3,222265125E-1	8,195976042E-2
8,220000000E0	-3,111042769E-1	7,644014645E-2
8,230000000E0	-2,998673948E-1	7,139970757E-2
8,240000000E0	-2,882811044E-1	6,622518814E-2
8,250000000E0	-2,760529578E-1	6,077379892E-2
8,260000000E0	-2,639005567E-1	5,627311815E-2
8,270000000E0	-2,507381696E-1	5,099896667E-2
8,280000000E0	-2,375952179E-1	4,651918832E-2
8,290000000E0	-2,245168268E-1	4,251840165E-2
8,300000000E0	-2,108213871E-1	3,817244459E-2
8,310000000E0	-1,966792797E-1	3,427265678E-2
8,320000000E0	-1,826093908E-1	3,083631073E-2
8,330000000E0	-1,683691950E-1	2,778001125E-2
8,340000000E0	-1,541196427E-1	2,498933887E-2
8,350000000E0	-1,395847899E-1	2,233290715E-2
8,360000000E0	-1,245276334E-1	1,991644840E-2
8,370000000E0	-1,087597539E-1	1,832099456E-2
8,380000000E0	-9,364599081E-2	1,666354276E-2
8,390000000E0	-7,911934209E-2	1,462159927E-2
8,400000000E0	-6,375657108E-2	1,282828710E-2
8,410000000E0	-4,818020358E-2	1,217494125E-2
8,420000000E0	-3,267822966E-2	1,121172576E-2
8,430000000E0	-1,724092291E-2	1,096575240E-2
8,440000000E0	-1,625811225E-3	1,101891365E-2
8,450000000E0	1,318447997E-2	1,106860372E-2
8,460000000E0	2,897337644E-2	1,109206824E-2
8,470000000E0	4,410432582E-2	1,170233089E-2
8,480000000E0	5,908050425E-2	1,248657455E-2
8,490000000E0	7,430220022E-2	1,374197699E-2
8,500000000E0	8,975088191E-2	1,544349768E-2
8,510000000E0	1,050556952E-1	1,807539065E-2
8,520000000E0	1,195857285E-1	1,973939951E-2
8,530000000E0	1,340479986E-1	2,224388414E-2
8,540000000E0	1,483194381E-1	2,504112372E-2
8,550000000E0	1,626911556E-1	2,800295056E-2
8,560000000E0	1,763698543E-1	3,133841716E-2
8,570000000E0	1,897808253E-1	3,496840138E-2
8,580000000E0	2,032385140E-1	3,833388828E-2
8,590000000E0	2,165864879E-1	4,239038455E-2
8,600000000E0	2,297207080E-1	4,659013817E-2
8,610000000E0	2,421481168E-1	5,108457471E-2
8,620000000E0	2,540027032E-1	5,600192774E-2
8,630000000E0	2,660242945E-1	6,046732318E-2
8,640000000E0	2,780223758E-1	6,516933873E-2
8,650000000E0	2,890473263E-1	7,023979935E-2
8,660000000E0	2,995246826E-1	7,602081134E-2
8,670000000E0	3,100751007E-1	8,037132999E-2
8,680000000E0	3,199340360E-1	8,554323258E-2
8,690000000E0	3,299122357E-1	9,028919713E-2
8,700000000E0	3,390046615E-1	9,578316024E-2
8,710000000E0	3,484623948E-1	1,002991526E-1
8,720000000E0	3,568856014E-1	1,055056083E-1
8,730000000E0	3,647641343E-1	1,104415529E-1
8,740000000E0	3,712709125E-1	1,152243253E-1
8,750000000E0	3,783893110E-1	1,198083409E-1
8,760000000E0	3,851778367E-1	1,240954434E-1
8,770000000E0	3,915289462E-1	1,289408949E-1
8,780000000E0	3,970717218E-1	1,337783141E-1
8,790000000E0	4,023985276E-1	1,381069457E-1
8,800000000E0	4,074253119E-1	1,420034369E-1
8,810000000E0	4,121537721E-1	1,458171614E-1
8,820000000E0	4,162917495E-1	1,492574710E-1
8,830000000E0	4,200137816E-1	1,517449968E-1
8,840000000E0	4,235052524E-1	1,550868338E-1
8,850000000E0	4,263711237E-1	1,579501162E-1
8,860000000E0	4,290554436E-1	1,604282094E-1
8,870000000E0	4,317836119E-1	1,622751638E-1
8,880000000E0	4,333145516E-1	1,646437353E-1
8,890000000E0	4,347882555E-1	1,662993450E-1
8,900000000E0	4,361037060E-1	1,676150551E-1
8,910000000E0	4,375080025E-1	1,681174956E-1
8,920000000E0	4,375765286E-1	1,692208758E-1
8,930000000E0	4,380371664E-1	1,694927032E-1
8,940000000E0	4,377768565E-1	1,694366375E-1
8,950000000E0	4,374137491E-1	1,691875259E-1
8,960000000E0	4,371219413E-1	1,679724187E-1
8,970000000E0	4,361197643E-1	1,671527564E-1
8,980000000E0	4,342381930E-1	1,657873141E-1
8,990000000E0	4,320990311E-1	1,649628557E-1
9,000000000E0	4,304487127E-1	1,624804033E-1
9,010000000E0	4,275982240E-1	1,607509964E-1
9,020000000E0	4,247726542E-1	1,580410269E-1
9,030000000E0	4,217831208E-1	1,552680996E-1
9,040000000E0	4,179683172E-1	1,526491606E-1
9,050000000E0	4,140734091E-1	1,500989058E-1
9,060000000E0	4,092797741E-1	1,466308526E-1
9,070000000E0	4,048430312E-1	1,423520656E-1
9,080000000E0	3,995430244E-1	1,383569200E-1
9,090000000E0	3,938474118E-1	1,340690342E-1
9,100000000E0	3,875688486E-1	1,292027085E-1
9,110000000E0	3,810396322E-1	1,251987729E-1
9,120000000E0	3,741980140E-1	1,207449537E-1
9,130000000E0	3,672233376E-1	1,159640347E-1
9,140000000E0	3,597404010E-1	1,112617122E-1
9,150000000E0	3,521089460E-1	1,058437965E-1
9,160000000E0	3,439079535E-1	1,010880923E-1
9,170000000E0	3,352833449E-1	9,581547634E-2
9,180000000E0	3,259870240E-1	9,125316334E-2
9,190000000E0	3,169048703E-1	8,590719961E-2
9,200000000E0	3,074254485E-1	8,087408872E-2
9,210000000E0	2,972789354E-1	7,592069072E-2
9,220000000E0	2,866412045E-1	7,037163728E-2
9,230000000E0	2,755869367E-1	6,586197975E-2
9,240000000E0	2,640366045E-1	6,068355608E-2
9,250000000E0	2,525309916E-1	5,614921532E-2
9,260000000E0	2,409445651E-1	5,145464697E-2
9,270000000E0	2,287175422E-1	4,701673355E-2
9,280000000E0	2,160169438E-1	4,233387485E-2
9,290000000E0	2,031062347E-1	3,806299812E-2
9,300000000E0	1,902181146E-1	3,420554887E-2
9,310000000E0	1,770241512E-1	3,068562919E-2
9,320000000E0	1,637160265E-1	2,716181736E-2
9,330000000E0	1,496944702E-1	2,389875187E-2
9,340000000E0	1,355577426E-1	2,110238314E-2
9,350000000E0	1,214349734E-1	1,888178815E-2
9,360000000E0	1,075311835E-1	1,675672609E-2
9,370000000E0	9,248206020E-2	1,414759529E-2
9,380000000E0	7,764538958E-2	1,212762807E-2
9,390000000E0	6,292480241E-2	1,078807538E-2
9,400000000E0	4,819773400E-2	9,718871703E-3
9,410000000E0	3,368132298E-2	8,561804578E-3
9,420000000E0	1,893252176E-2	8,204732875E-3
9,430000000E0	4,280527531E-3	8,240228446E-3
9,440000000E0	-1,038175345E-2	8,065729597E-3
9,450000000E0	-2,521505724E-2	8,368123178E-3
9,460000000E0	-3,967866043E-2	8,529128373E-3
9,470000000E0	-5,481743452E-2	9,534981896E-3
9,480000000E0	-6,961115299E-2	1,074468868E-2
9,490000000E0	-8,424013304E-2	1,221114773E-2
9,500000000E0	-9,771911372E-2	1,446976413E-2
9,510000000E0	-1,120637323E-1	1,597231609E-2
9,520000000E0	-1,273949330E-1	1,713166422E-2
9,530000000E0	-1,415090887E-1	1,954908445E-2
9,540000000E0	-1,554039200E-1	2,223168006E-2
9,550000000E0	-1,686124705E-1	2,516070267E-2
9,560000000E0	-1,822544580E-1	2,820975571E-2
9,570000000E0	-1,951578278E-1	3,134712182E-2p
