mass_A
t	x	y
1,150000000E0	-5,989596500E-1	3,779246435E-1
2,200000000E0	5,767550744E-1	3,281744779E-1
3,190000000E0	-5,600191868E-1	3,102895274E-1
4,190000000E0	5,427832440E-1	2,815523167E-1
5,180000000E0	-5,303350632E-1	2,614330773E-1
6,160000000E0	5,012999473E-1	2,312276196E-1
7,170000000E0	-4,931394731E-1	2,162791631E-1
8,150000000E0	4,617423947E-1	1,902550174E-1
9,140000000E0	-4,596783374E-1	1,730190747E-1
1,012000000E1	4,259724938E-1	1,567513238E-1
